CO_CURSO,TP_GRAU_ACADEMICO,TP_SITUACAO,IN_DEFICIENCIA,IN_RESERVA_VAGAS,TP_SEXO,TP_COR_RACA,NU_ANO_NASCIMENTO,NU_DIA_NASCIMENTO,NU_MES_NASCIMENTO,NU_IDADE,NU_ANO_INGRESSO,NU_ANO_CENSO,CO_MUNICIPIO_NASCIMENTO
1102802,1,5,9,0,1,3,1995,15,9,22,2014,2017,3135209.0
1102802,1,2,0,0,1,2,1984,28,7,33,2015,2017,3139300.0
1102802,1,2,9,0,2,3,1993,14,5,24,2015,2017,3132107.0
1102802,1,2,9,1,2,0,1996,3,11,21,2017,2017,3126208.0
1102802,1,2,0,0,2,1,1993,2,6,24,2015,2017,3135209.0
1102802,1,2,0,0,1,3,1996,18,10,21,2014,2017,3147402.0
1102802,1,2,0,0,2,3,1996,22,7,21,2014,2017,3135209.0
1102802,1,2,0,0,2,3,1996,11,4,21,2014,2017,3135209.0
1102802,1,2,0,0,1,0,1996,8,3,21,2014,2017,3135209.0
1102802,1,2,0,0,1,1,1996,4,6,21,2014,2017,3152204.0
1102802,1,4,0,0,1,3,1996,5,9,21,2014,2017,3534401.0
1102802,1,2,0,0,1,3,1995,7,3,22,2014,2017,3143302.0
1102802,1,4,0,0,1,3,1994,8,10,23,2014,2017,3138682.0
1102802,1,2,9,0,2,3,1996,4,2,21,2014,2017,3135209.0
1102802,1,3,0,0,1,1,1993,6,3,24,2014,2017,3128006.0
1102802,1,2,9,0,1,0,1996,6,1,21,2014,2017,3550308.0
1102802,1,2,9,1,1,0,1996,5,10,21,2014,2017,3135209.0
1102802,1,5,9,0,1,3,1995,18,7,22,2014,2017,3135209.0
1102802,1,2,0,0,1,2,1995,9,12,22,2016,2017,
1102802,1,2,0,0,1,0,1996,20,11,21,2016,2017,3135209.0
1102802,1,5,9,1,2,3,1996,18,11,21,2016,2017,3135209.0
1102802,1,2,0,1,2,2,1992,1,9,25,2017,2017,3162401.0
1102802,1,2,0,0,1,3,1994,28,5,23,2016,2017,3135209.0
1102802,1,2,0,0,2,3,1995,10,6,22,2017,2017,3135209.0
1102802,1,2,9,0,2,3,1997,14,4,20,2015,2017,3135209.0
1102802,1,2,9,0,2,0,1996,25,11,21,2015,2017,3550704.0
1102802,1,2,0,0,1,3,1996,30,5,21,2015,2017,3124104.0
1102802,1,2,0,0,1,3,1994,29,9,23,2015,2017,3135209.0
1102802,1,2,9,0,1,3,1995,1,11,22,2015,2017,3132107.0
1102802,1,2,9,0,1,3,1996,4,3,21,2015,2017,3143302.0
1102802,1,2,9,0,1,3,1996,16,10,21,2015,2017,3161106.0
1102802,1,2,9,0,1,3,1997,24,3,20,2015,2017,3135100.0
1102802,1,2,9,0,2,3,1996,30,8,21,2015,2017,3550308.0
1102802,1,4,9,0,2,3,1996,7,3,21,2015,2017,3135209.0
1102802,1,2,9,0,2,0,1997,1,6,20,2015,2017,3132107.0
1102802,1,2,9,0,2,1,1997,24,11,20,2015,2017,3550308.0
1102802,1,5,9,0,1,1,1997,19,7,20,2015,2017,3135209.0
1102802,1,2,9,0,1,3,1984,16,7,33,2015,2017,3143302.0
1102802,1,2,9,0,1,3,1997,4,5,20,2015,2017,3135209.0
1102802,1,2,9,0,1,3,1996,26,9,21,2015,2017,3135209.0
1102802,1,2,9,0,1,3,1996,30,1,21,2015,2017,3132107.0
1102802,1,2,9,0,2,1,1996,16,3,21,2015,2017,3135209.0
1102802,1,2,9,0,2,3,1995,19,3,22,2015,2017,3135209.0
1102802,1,4,9,0,2,3,1993,7,12,24,2015,2017,3135209.0
1102802,1,2,9,0,2,3,1990,29,7,27,2015,2017,3112307.0
1102802,1,2,0,0,1,0,1996,26,9,21,2016,2017,
1102802,1,4,9,0,1,3,1996,9,4,21,2014,2017,3135209.0
1102802,1,2,0,0,2,3,1997,31,10,20,2017,2017,3132107.0
1102802,1,2,0,0,1,1,1997,18,8,20,2017,2017,3135209.0
1102802,1,2,0,0,2,3,1998,25,11,19,2017,2017,3135209.0
1102802,1,2,0,0,1,1,1997,13,5,20,2016,2017,3143302.0
1102802,1,2,0,0,2,3,1998,19,3,19,2017,2017,3117836.0
1102802,1,2,0,0,1,3,1991,12,1,26,2016,2017,3135209.0
1102802,1,2,0,0,2,1,1998,26,6,19,2016,2017,3135209.0
1102802,1,5,9,1,2,3,1998,9,4,19,2016,2017,3143302.0
1102802,1,2,9,1,1,3,1996,31,10,21,2016,2017,3135209.0
1102802,1,2,9,1,2,1,1997,20,10,20,2016,2017,3303302.0
1102802,1,2,9,0,1,3,1994,12,9,23,2016,2017,3106200.0
1102802,1,2,9,1,1,3,1998,5,2,19,2016,2017,3135209.0
1102802,1,5,9,1,1,3,1998,12,6,19,2016,2017,3143302.0
1102802,1,2,9,1,1,3,1998,30,4,19,2016,2017,3135209.0
1102802,1,2,9,0,1,1,1994,25,12,23,2016,2017,3135209.0
1102802,1,4,0,1,2,1,1995,22,11,22,2016,2017,3106200.0
1102802,1,2,9,1,2,3,1995,13,3,22,2016,2017,3170800.0
1102802,1,2,9,1,1,2,1997,27,10,20,2016,2017,3151206.0
1102802,1,2,9,1,1,2,1998,14,5,19,2016,2017,3135209.0
1102802,1,4,9,0,1,3,1998,22,1,19,2016,2017,3135209.0
1102802,1,2,0,0,2,1,1998,19,5,19,2016,2017,3550308.0
1102802,1,2,9,1,2,2,1994,15,7,23,2016,2017,3135209.0
1102802,1,2,9,0,1,1,1990,20,5,27,2016,2017,3135209.0
1102802,1,2,9,1,1,3,1995,11,2,22,2016,2017,3143302.0
1102802,1,2,9,0,1,3,1996,12,5,21,2016,2017,3135209.0
1102802,1,2,0,0,1,1,1997,27,4,20,2016,2017,3534401.0
1102802,1,2,9,0,1,3,1996,23,1,21,2016,2017,3135209.0
1102802,1,4,9,1,1,3,1996,31,1,21,2016,2017,3135209.0
1102802,1,5,9,0,2,3,1998,20,6,19,2016,2017,3135209.0
1102802,1,2,9,0,2,1,1997,9,3,20,2017,2017,3135209.0
1102802,1,2,0,0,2,1,1997,22,12,20,2017,2017,3135209.0
1102802,1,2,0,0,2,2,1999,8,1,18,2017,2017,3550308.0
1102802,1,2,0,0,1,2,1998,24,7,19,2017,2017,3135209.0
1102802,1,2,0,1,1,3,1997,2,5,20,2017,2017,3135209.0
1102802,1,2,9,0,2,0,1997,19,3,20,2017,2017,3143302.0
1102802,1,2,0,1,1,3,1994,27,11,23,2017,2017,3108602.0
1102802,1,2,0,1,2,3,1993,18,2,24,2017,2017,3132503.0
1102802,1,2,0,1,2,3,1999,11,6,18,2017,2017,5300108.0
1102802,1,2,9,1,1,1,1998,26,11,19,2017,2017,3135209.0
1102802,1,2,0,1,1,3,1999,22,9,18,2017,2017,3135209.0
1102802,1,2,0,1,1,3,1998,15,12,19,2017,2017,3135209.0
1102802,1,2,0,0,1,2,1995,18,6,22,2017,2017,
1102802,1,2,0,0,1,1,1998,26,10,19,2017,2017,3135209.0
1102802,1,2,0,0,2,3,1998,29,8,19,2017,2017,3143302.0
1102802,1,2,0,0,1,1,1998,28,10,19,2017,2017,3304557.0
1102802,1,2,0,0,2,2,1999,31,12,18,2017,2017,3132107.0
1102802,1,2,0,1,2,3,1997,29,6,20,2017,2017,
1102802,1,2,0,0,2,3,1999,28,4,18,2017,2017,3143302.0
1102802,1,2,0,1,1,2,1997,28,12,20,2017,2017,5300108.0
1102802,1,2,0,1,1,3,1995,13,11,22,2017,2017,3135209.0
1102802,1,2,0,1,2,3,1997,12,8,20,2017,2017,3143302.0
1102802,1,2,0,1,2,3,1996,15,2,21,2017,2017,3132107.0
1102802,1,2,1,1,2,3,1998,23,9,19,2017,2017,3135209.0
1102802,1,2,0,1,1,3,1998,5,7,19,2017,2017,3118809.0
1102802,1,2,9,1,2,3,1999,30,5,18,2017,2017,3135100.0
1102802,1,2,9,0,1,3,1999,30,3,18,2017,2017,3135209.0
1102802,1,2,0,0,1,3,1997,13,11,20,2017,2017,3170909.0
1102802,1,2,0,0,1,3,1999,25,4,18,2017,2017,
1102802,1,2,0,0,2,1,1999,18,3,18,2017,2017,3135209.0
1102802,1,2,0,0,2,3,1996,29,5,21,2017,2017,3132107.0
1102802,1,2,0,1,2,3,1999,28,7,18,2017,2017,3203205.0
1102802,1,2,0,0,1,1,1998,24,4,19,2017,2017,3135209.0
1102802,1,2,0,1,1,1,1995,22,11,22,2017,2017,3304557.0
1102802,1,4,0,1,2,1,1997,3,2,20,2017,2017,3550308.0
1102802,1,2,0,0,2,3,1996,12,11,21,2017,2017,3135209.0
1376268,1,2,0,0,1,0,1987,14,12,30,2017,2017,3135209.0
1376268,1,2,0,0,1,3,1990,29,10,27,2017,2017,3135209.0
1376268,1,2,1,0,2,3,1990,2,9,27,2017,2017,3135209.0
1376268,1,2,0,0,2,3,1984,2,5,33,2017,2017,3161106.0
1376268,1,2,0,0,2,3,1991,30,10,26,2017,2017,3135209.0
1376268,1,2,0,0,2,3,1992,25,4,25,2017,2017,3550308.0
1376268,1,2,0,0,1,1,1994,12,5,23,2017,2017,3135209.0
1376268,1,2,0,0,2,3,1996,15,5,21,2017,2017,3135209.0
1376268,1,2,9,0,1,3,1996,9,4,21,2017,2017,3135209.0
1376268,1,2,0,0,2,1,1998,17,3,19,2017,2017,3135209.0
1376268,1,2,0,0,2,3,1998,20,1,19,2017,2017,3135209.0
1376268,1,2,0,0,2,2,1981,10,5,36,2017,2017,3135209.0
1376268,1,2,0,0,1,3,1998,5,4,19,2017,2017,3135209.0
1376268,1,2,0,0,2,3,1998,27,8,19,2017,2017,3143302.0
1376268,1,2,0,0,2,3,1995,21,2,22,2017,2017,3138658.0
1376268,1,2,0,0,2,1,1996,27,11,21,2017,2017,
1376268,1,2,0,0,2,3,1997,26,8,20,2017,2017,3135209.0
1376268,1,2,0,0,2,3,1998,27,11,19,2017,2017,3135209.0
1376268,1,2,9,0,2,0,1999,18,1,18,2017,2017,3143302.0
1376268,1,2,0,0,2,0,1999,3,1,18,2017,2017,
1376268,1,2,0,0,1,3,1999,27,4,18,2017,2017,
1376268,1,2,0,0,1,2,1997,3,3,20,2017,2017,3170206.0
1376268,1,2,0,0,1,3,2000,18,2,17,2017,2017,1707009.0
1376268,1,2,0,0,2,1,1999,18,7,18,2017,2017,3135209.0
1376268,1,2,0,0,2,3,1998,18,9,19,2017,2017,3135209.0
1376268,1,2,0,0,2,3,1997,9,9,20,2017,2017,3135209.0
1376268,1,2,0,0,2,1,1998,24,7,19,2017,2017,3135209.0
1376268,1,2,0,0,1,3,1998,22,3,19,2017,2017,3135209.0
1376268,1,2,0,0,1,1,1998,12,5,19,2017,2017,3135209.0
1376268,1,2,0,0,2,3,1999,2,9,18,2017,2017,3143302.0
1376268,1,2,0,0,2,0,1999,25,11,18,2017,2017,3525003.0
1376268,1,2,0,0,1,3,1999,8,3,18,2017,2017,3108255.0
1376268,1,2,0,0,2,1,1999,19,1,18,2017,2017,3135209.0
1376268,1,2,0,0,1,3,1998,17,6,19,2017,2017,3132107.0
1376268,1,2,0,0,1,1,1998,16,11,19,2017,2017,
1376268,1,2,0,0,2,1,1999,21,4,18,2017,2017,3135209.0
1376268,1,2,0,0,2,2,1999,2,1,18,2017,2017,5300108.0
1376268,1,2,0,0,1,3,1983,18,2,34,2017,2017,3135209.0
96981,3,2,0,0,2,3,1990,1,8,28,2017,2018,3118809.0
96981,3,4,0,0,1,3,1989,1,6,29,2011,2018,3143302.0
96981,3,4,0,0,2,1,1981,25,5,37,2016,2018,
96981,3,4,0,0,2,3,1991,21,4,27,2017,2018,3135209.0
96981,3,2,0,0,2,3,1992,14,2,26,2015,2018,3135209.0
96981,3,2,0,0,2,2,1993,30,4,25,2014,2018,3135209.0
96981,3,2,0,0,2,0,1988,17,9,30,2011,2018,3135209.0
96981,3,2,0,0,2,1,1993,2,9,25,2011,2018,3135209.0
96981,3,2,0,0,2,1,1993,11,11,25,2011,2018,3550308.0
96981,3,4,0,0,2,1,1992,3,12,26,2011,2018,3135209.0
96981,3,6,0,0,2,0,1992,3,11,26,2012,2018,3135209.0
96981,3,2,0,0,2,3,1988,14,8,30,2014,2018,3162401.0
96981,3,2,0,0,2,3,1994,1,9,24,2013,2018,3135209.0
96981,3,2,0,0,1,3,1994,5,11,24,2012,2018,3135209.0
96981,3,2,0,0,2,2,1992,3,7,26,2012,2018,3135209.0
96981,3,4,0,0,2,1,1985,11,1,33,2012,2018,3163706.0
96981,3,4,0,0,2,3,1993,22,7,25,2012,2018,3135209.0
96981,3,6,0,0,1,3,1994,14,2,24,2012,2018,3547809.0
96981,3,2,0,0,1,2,1992,20,4,26,2012,2018,3132107.0
96981,3,6,0,0,2,3,1994,4,7,24,2012,2018,3143302.0
96981,3,2,0,0,2,0,1990,6,9,28,2016,2018,3135209.0
96981,3,2,0,0,2,2,1992,17,9,26,2015,2018,3135209.0
96981,3,6,0,0,2,9,1995,25,7,23,2013,2018,3135209.0
96981,3,4,0,0,2,1,1994,20,1,24,2013,2018,3135209.0
96981,3,2,9,0,2,2,1992,21,6,26,2013,2018,3135209.0
96981,3,2,9,0,1,3,1995,4,4,23,2013,2018,3135209.0
96981,3,2,9,0,2,3,1988,8,6,30,2015,2018,3168002.0
96981,3,2,9,0,2,3,1995,14,5,23,2013,2018,3108255.0
96981,3,4,9,0,2,3,1995,21,5,23,2013,2018,
96981,3,2,0,0,2,3,1985,22,9,33,2013,2018,3550308.0
96981,3,6,9,0,2,1,1992,15,8,26,2013,2018,3172004.0
96981,3,2,0,0,2,3,1995,13,3,23,2013,2018,3135209.0
96981,3,2,0,0,2,2,1994,4,2,24,2013,2018,3143302.0
96981,3,2,9,0,2,2,1994,1,5,24,2013,2018,3135209.0
96981,3,2,9,0,1,2,1991,21,4,27,2013,2018,3135209.0
96981,3,2,9,0,1,3,1984,15,10,34,2013,2018,3135209.0
96981,3,2,0,0,1,1,1994,11,7,24,2013,2018,3135209.0
96981,3,4,1,0,2,3,1995,8,2,23,2013,2018,3103405.0
96981,3,4,0,0,2,3,1995,24,7,23,2013,2018,3135209.0
96981,3,2,0,0,1,3,1992,5,12,26,2013,2018,3139300.0
96981,3,2,9,0,2,3,1995,16,10,23,2013,2018,3135209.0
96981,3,2,9,0,1,3,1995,22,10,23,2013,2018,3108602.0
96981,3,4,9,0,2,3,1995,18,4,23,2013,2018,3135209.0
96981,3,2,9,0,2,3,1994,11,4,24,2013,2018,3135209.0
96981,3,2,0,0,2,0,1993,5,8,25,2014,2018,3550308.0
96981,3,2,0,0,2,2,1996,4,12,22,2014,2018,3523107.0
96981,3,2,0,0,2,3,1992,19,8,26,2014,2018,3135209.0
96981,3,2,0,0,2,3,1988,19,4,30,2014,2018,3135209.0
96981,3,2,0,0,2,3,1992,31,3,26,2014,2018,3135209.0
96981,3,6,0,0,2,2,1996,5,3,22,2014,2018,3135209.0
96981,3,2,0,0,1,1,1996,7,1,22,2014,2018,
96981,3,2,0,0,2,3,1996,14,4,22,2014,2018,3135209.0
96981,3,2,0,0,2,2,1993,8,9,25,2014,2018,3547809.0
96981,3,2,0,0,2,3,1995,17,10,23,2014,2018,3143302.0
96981,3,2,0,0,1,3,1996,13,8,22,2014,2018,3161106.0
96981,3,6,0,0,2,3,1996,15,7,22,2014,2018,3135209.0
96981,3,2,0,0,2,2,1997,16,8,21,2014,2018,3161106.0
96981,3,2,0,0,2,1,1996,25,1,22,2014,2018,3550308.0
96981,3,2,0,0,1,0,1995,1,7,23,2014,2018,3135209.0
96981,3,5,0,1,2,0,1995,2,12,23,2014,2018,3135209.0
96981,3,3,0,0,1,2,1992,5,1,26,2014,2018,3135100.0
96981,3,2,0,0,2,0,1989,25,3,29,2014,2018,3135209.0
96981,3,2,0,0,2,0,1995,4,3,23,2014,2018,3534401.0
96981,3,2,0,0,2,0,1996,10,9,22,2014,2018,3106200.0
96981,3,2,0,0,2,0,1995,3,9,23,2014,2018,3161106.0
96981,3,2,0,0,2,0,1995,19,4,23,2014,2018,3135209.0
96981,3,2,0,0,1,3,1995,20,2,23,2015,2018,3135209.0
96981,3,2,0,0,2,2,1989,22,11,29,2015,2018,3108602.0
96981,3,2,0,0,2,3,1994,28,1,24,2015,2018,3135209.0
96981,3,2,0,0,1,3,1996,26,4,22,2015,2018,3135209.0
96981,3,2,0,0,1,3,1996,1,10,22,2015,2018,3135209.0
96981,3,2,0,0,1,0,1996,1,2,22,2015,2018,3168606.0
96981,3,2,0,0,2,5,1995,20,9,23,2015,2018,
96981,3,2,0,0,2,1,1997,30,7,21,2015,2018,3139300.0
96981,3,2,0,0,2,3,1995,10,3,23,2015,2018,3135209.0
96981,3,4,0,0,1,3,1997,2,12,21,2015,2018,3135209.0
96981,3,2,0,0,2,3,1996,7,11,22,2015,2018,3135209.0
96981,3,2,0,0,2,1,1995,15,11,23,2015,2018,5300108.0
96981,3,2,0,0,2,1,1996,17,5,22,2015,2018,3135209.0
96981,3,2,0,0,2,3,1997,3,3,21,2015,2018,3135209.0
96981,3,2,0,0,1,3,1996,29,5,22,2015,2018,3132107.0
96981,3,2,0,0,2,2,1996,25,3,22,2015,2018,3120904.0
96981,3,2,0,0,2,3,1997,16,2,21,2015,2018,3534401.0
96981,3,2,0,0,2,3,1997,6,9,21,2015,2018,3143302.0
96981,3,2,0,0,2,3,1996,14,11,22,2015,2018,3550308.0
96981,3,2,0,0,2,3,1995,12,3,23,2015,2018,3513801.0
96981,3,2,0,0,2,1,1996,1,7,22,2015,2018,3135209.0
96981,3,2,0,0,2,3,1996,17,1,22,2015,2018,3102704.0
96981,3,2,0,0,2,3,1994,20,3,24,2015,2018,3135209.0
96981,3,4,0,0,1,3,1992,6,3,26,2015,2018,3550308.0
96981,3,2,0,0,2,1,1994,28,4,24,2015,2018,3550308.0
96981,3,2,0,0,1,2,1996,2,10,22,2015,2018,3135209.0
96981,3,2,0,0,2,3,1997,5,5,21,2015,2018,3135209.0
96981,3,2,0,0,2,3,1996,13,6,22,2015,2018,3135209.0
96981,3,2,0,0,2,2,1991,9,11,27,2015,2018,3135209.0
96981,3,2,0,0,2,3,1996,9,5,22,2016,2018,3143302.0
96981,3,2,0,0,1,3,1998,14,12,20,2016,2018,3132107.0
96981,3,2,0,0,1,3,1998,3,12,20,2016,2018,3135209.0
96981,3,4,0,0,2,3,1998,5,7,20,2016,2018,3135209.0
96981,3,2,0,0,2,3,1992,28,10,26,2016,2018,3117836.0
96981,3,2,0,0,2,3,1998,26,10,20,2016,2018,3135209.0
96981,3,2,0,1,2,3,1998,3,9,20,2016,2018,3550308.0
96981,3,2,0,1,2,2,1998,21,7,20,2016,2018,3518800.0
96981,3,2,0,1,2,2,1997,5,9,21,2016,2018,3550308.0
96981,3,2,0,0,2,2,1998,28,1,20,2016,2018,3512001.0
96981,3,2,0,0,2,3,1996,7,9,22,2016,2018,3167202.0
96981,3,2,0,0,2,1,1997,3,10,21,2016,2018,3135209.0
96981,3,4,0,1,2,3,1997,26,5,21,2016,2018,3135209.0
96981,3,2,0,1,1,3,1997,3,12,21,2016,2018,3545209.0
96981,3,2,0,0,1,3,1997,28,10,21,2016,2018,3135209.0
96981,3,4,0,0,1,1,1997,17,2,21,2016,2018,3135209.0
96981,3,2,0,0,1,3,1998,3,2,20,2016,2018,3161106.0
96981,3,2,0,0,2,3,1998,10,3,20,2016,2018,3135209.0
96981,3,2,0,0,2,3,1998,10,5,20,2016,2018,3135209.0
96981,3,2,0,0,2,1,1998,13,6,20,2016,2018,3550308.0
96981,3,4,0,0,2,3,1997,14,8,21,2016,2018,3143302.0
96981,3,2,0,0,1,3,1997,28,8,21,2016,2018,
96981,3,4,9,0,2,3,1997,1,7,21,2016,2018,3524402.0
96981,3,2,0,0,2,2,1997,27,10,21,2016,2018,3135209.0
96981,3,2,0,0,1,3,1997,13,3,21,2016,2018,2933604.0
96981,3,2,0,0,1,3,1997,2,11,21,2016,2018,3135209.0
96981,3,2,0,0,2,3,1993,18,12,25,2016,2018,3135209.0
96981,3,2,0,0,2,2,1998,1,8,20,2016,2018,3135209.0
96981,3,2,0,0,2,0,1999,26,3,19,2017,2018,3161106.0
96981,3,4,0,0,2,3,1997,4,12,21,2017,2018,
96981,3,2,0,0,2,2,1997,10,1,21,2017,2018,3135209.0
96981,3,2,0,0,2,3,1997,18,7,21,2017,2018,3135209.0
96981,3,2,0,0,2,3,1997,5,9,21,2017,2018,3135209.0
96981,3,3,0,0,2,3,1996,25,12,22,2017,2018,3106705.0
96981,3,2,0,0,2,2,1994,21,2,24,2017,2018,3135209.0
96981,3,2,0,0,1,3,1996,11,3,22,2017,2018,3135209.0
96981,3,4,0,0,2,3,1997,15,10,21,2017,2018,3143302.0
96981,3,2,0,0,2,3,1998,16,11,20,2017,2018,3135209.0
96981,3,5,0,0,2,3,1999,24,3,19,2017,2018,3135209.0
96981,3,2,0,0,2,3,1998,29,11,20,2017,2018,3135209.0
96981,3,2,0,0,1,1,1999,29,3,19,2017,2018,3135209.0
96981,3,2,0,0,2,3,1998,28,8,20,2017,2018,3302403.0
96981,3,4,0,0,2,3,1999,8,1,19,2017,2018,
96981,3,5,0,0,2,2,1989,24,12,29,2017,2018,3135209.0
99503,2,6,0,0,2,3,1986,18,8,32,2012,2018,3135209.0
99503,2,2,0,0,1,1,1985,1,5,33,2017,2018,3135209.0
99503,2,2,0,0,2,2,1978,8,1,40,2017,2018,5300108.0
99503,2,2,0,0,1,2,1989,12,3,29,2007,2018,3135209.0
99503,2,2,0,0,1,4,1986,9,10,32,2008,2018,3550308.0
99503,2,4,0,0,1,3,1984,21,4,34,2008,2018,
99503,2,2,0,1,2,2,1988,16,3,30,2017,2018,3135209.0
99503,2,4,0,0,1,2,1979,24,12,39,2008,2018,3550308.0
99503,2,4,0,0,1,4,1988,22,2,30,2016,2018,3135209.0
99503,2,3,0,0,1,9,1978,7,11,40,2008,2018,3108602.0
99503,2,6,0,0,1,9,1973,2,12,45,2008,2018,3135209.0
99503,2,4,0,0,1,2,1987,24,6,31,2015,2018,3550308.0
99503,2,4,0,0,2,3,1986,2,1,32,2018,2018,3135209.0
99503,2,4,0,0,2,9,1981,6,6,37,2011,2018,3550308.0
99503,2,2,0,0,1,3,1990,1,12,28,2009,2018,3135209.0
99503,2,2,0,0,1,3,1991,26,3,27,2009,2018,3135209.0
99503,2,2,0,0,2,3,1987,28,4,31,2016,2018,3135209.0
99503,2,2,0,0,2,4,1990,4,8,28,2009,2018,3135209.0
99503,2,6,0,0,1,3,1991,28,4,27,2009,2018,3135209.0
99503,2,4,0,1,2,3,1992,26,1,26,2017,2018,3117836.0
99503,2,2,0,0,1,3,1992,20,11,26,2017,2018,3162401.0
99503,2,2,0,0,2,1,1983,8,4,35,2010,2018,3162708.0
99503,2,2,0,0,1,3,1992,18,8,26,2010,2018,3135209.0
99503,2,4,0,1,2,3,1983,19,3,35,2018,2018,3135209.0
99503,2,4,0,0,2,0,1972,20,6,46,2016,2018,4215604.0
99503,2,2,0,0,2,0,1992,28,9,26,2014,2018,3135209.0
99503,2,2,0,0,1,0,1994,27,3,24,2016,2018,3132107.0
99503,2,4,0,0,2,0,1990,15,9,28,2011,2018,3135209.0
99503,2,4,0,0,2,3,1985,10,8,33,2012,2018,3142700.0
99503,2,2,0,1,2,2,1977,5,7,41,2018,2018,3135209.0
99503,2,2,0,0,2,3,1995,3,5,23,2014,2018,3135209.0
99503,2,4,0,0,2,2,1986,21,4,32,2017,2018,3135209.0
99503,2,2,0,0,1,3,1989,7,6,29,2015,2018,3135209.0
99503,2,2,0,0,2,9,1992,16,7,26,2013,2018,3135209.0
99503,2,2,9,0,1,3,1981,31,8,37,2013,2018,3135209.0
99503,2,2,9,0,2,3,1995,10,7,23,2013,2018,3135209.0
99503,2,2,9,0,2,9,1992,1,5,26,2013,2018,3118809.0
99503,2,6,9,0,2,2,1992,2,10,26,2013,2018,3135209.0
99503,2,2,9,0,2,2,1995,6,4,23,2013,2018,3135209.0
99503,2,2,9,0,1,3,1984,15,5,34,2013,2018,3135209.0
99503,2,6,9,0,1,3,1995,15,10,23,2013,2018,3107307.0
99503,2,6,9,0,1,3,1994,1,9,24,2013,2018,3135209.0
99503,2,2,9,0,2,0,1987,11,8,31,2013,2018,3108255.0
99503,2,2,0,0,1,2,1996,23,7,22,2014,2018,3143302.0
99503,2,6,0,0,1,1,1996,22,10,22,2014,2018,3135209.0
99503,2,6,0,0,1,3,1992,30,1,26,2014,2018,3135209.0
99503,2,2,0,0,2,2,1991,4,5,27,2014,2018,3135209.0
99503,2,6,0,0,1,2,1996,8,8,22,2014,2018,3135209.0
99503,2,2,0,1,2,1,1996,5,4,22,2014,2018,3143302.0
99503,2,2,0,0,2,3,1993,1,9,25,2014,2018,3135050.0
99503,2,4,0,0,1,1,1988,1,11,30,2014,2018,3304557.0
99503,2,4,0,0,1,3,1995,30,11,23,2016,2018,3117836.0
99503,2,2,0,1,1,3,1996,10,12,22,2017,2018,3135209.0
99503,2,2,0,0,2,0,1998,9,2,20,2015,2018,3135209.0
99503,2,2,0,0,2,2,1994,20,7,24,2015,2018,3135209.0
99503,2,2,0,0,2,3,1994,9,11,24,2015,2018,3135209.0
99503,2,4,0,0,1,2,1993,8,12,25,2015,2018,
99503,2,3,0,0,2,3,1992,12,3,26,2015,2018,3135209.0
99503,2,2,0,0,2,3,1995,30,5,23,2015,2018,3135209.0
99503,2,2,0,0,1,3,1997,2,9,21,2015,2018,3170909.0
99503,2,4,0,0,1,3,1996,9,10,22,2015,2018,3135209.0
99503,2,2,0,0,1,3,1997,3,1,21,2015,2018,3135209.0
99503,2,5,0,0,1,3,1993,8,4,25,2015,2018,3135209.0
99503,2,2,0,0,1,3,1996,3,8,22,2018,2018,3550308.0
99503,2,2,0,0,1,2,1975,10,4,43,2015,2018,3135209.0
99503,2,2,0,0,1,3,1993,21,6,25,2015,2018,3135209.0
99503,2,2,0,0,2,3,1997,28,1,21,2017,2018,3135209.0
99503,2,2,0,0,1,3,1995,21,7,23,2016,2018,3135209.0
99503,2,4,0,0,2,2,1993,21,2,25,2016,2018,3135209.0
99503,2,2,0,0,1,1,1998,26,8,20,2016,2018,3135209.0
99503,2,2,0,0,2,3,1997,8,5,21,2016,2018,3135209.0
99503,2,4,0,0,2,3,1997,19,10,21,2016,2018,3135209.0
99503,2,2,0,0,1,1,1992,2,4,26,2016,2018,3135209.0
99503,2,2,0,1,2,3,1993,5,7,25,2016,2018,3122306.0
99503,2,5,0,0,2,1,1975,1,8,43,2016,2018,3135209.0
99503,2,2,0,1,2,3,1998,20,1,20,2016,2018,3135050.0
99503,2,2,0,1,2,2,1998,16,5,20,2016,2018,3108602.0
99503,2,4,0,1,2,3,1997,1,3,21,2016,2018,3135209.0
99503,2,2,0,1,2,1,1997,23,6,21,2016,2018,3124302.0
99503,2,2,0,0,1,3,1982,3,3,36,2016,2018,3135209.0
99503,2,2,0,0,2,3,1997,24,6,21,2016,2018,3132107.0
99503,2,2,0,1,1,3,1998,28,11,20,2016,2018,3132107.0
99503,2,2,0,0,1,1,1988,7,3,30,2016,2018,3143302.0
99503,2,2,0,0,2,3,1970,16,12,48,2016,2018,3135209.0
99503,2,4,0,1,2,1,1969,3,4,49,2016,2018,3135209.0
99503,2,2,0,1,2,0,1992,27,9,26,2018,2018,3108602.0
99503,2,4,1,1,1,3,1996,20,6,22,2017,2018,3143302.0
99503,2,2,0,0,2,0,1960,20,12,58,2017,2018,
99503,2,2,0,1,2,3,1991,25,4,27,2017,2018,3135209.0
99503,2,2,0,1,2,3,1998,10,9,20,2017,2018,3143302.0
99503,2,2,0,1,1,3,1998,22,1,20,2017,2018,3143302.0
99503,2,2,0,0,1,3,1998,14,1,20,2017,2018,3135100.0
99503,2,2,9,1,2,2,1996,23,11,22,2017,2018,3108602.0
